,year_x,rank_x,country,regional indicator_x,ladder score_x,log GDP per capita_x,social support_x,healthy life expectancy_x,freedom to make life choices_x,generosity_x,perceptions of corruption_x,dystopia + residual_x,whisker-high_x,whisker-low_x,year_y,rank_y,regional indicator_y,ladder score_y,log GDP per capita_y,social support_y,healthy life expectancy_y,freedom to make life choices_y,generosity_y,perceptions of corruption_y,dystopia + residual_y,whisker-high_y,whisker-low_y,Change_of_ladder_score,Change_of_ftmlc_rate,Change_of_poc_rate,Change_of_ss_rate,lockdown,_merge
66,2023,68,Jamaica,Latin America and Caribbean,5.703,1.305,1.329,0.411,0.587,0.079,0.039,1.954,5.876,5.529,2020,60,Latin America and Caribbean,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,6.126157284,5.65344286,-0.1868000719999996,0.033875392999999976,0.008852215,-0.07928919400000001,Full,both
67,2023,69,Bolivia,Latin America and Caribbean,5.684,1.24,1.187,0.329,0.648,0.103,0.06,2.118,5.797,5.572,2020,65,Latin America and Caribbean,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,5.846765041,5.648234844,-0.06349994300000006,0.07353549999999998,-0.012942637000000007,0.04464944599999998,Full,both
68,2023,70,Russia,Commonwealth of Independent States,5.661,1.68,1.383,0.366,0.449,0.12,0.091,1.572,5.734,5.588,2020,73,Commonwealth of Independent States,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,5.623634815,5.468365192,0.11499999599999988,0.049500405000000025,0.045300638,0.004355891000000112,Full,both
69,2023,71,Bosnia and Herzegovina,Central and Eastern Europe,5.633,1.467,1.361,0.429,0.485,0.247,0.008,1.635,5.775,5.49,2020,69,Central and Eastern Europe,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,5.765016556,5.583183289,-0.0410999219999999,0.17963425899999996,0.006827513,0.157013474,Full,both
70,2023,72,Colombia,Latin America and Caribbean,5.63,1.455,1.213,0.486,0.562,0.08,0.068,1.765,5.747,5.514,2020,44,Latin America and Caribbean,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,6.274102688,6.052697659,-0.5334001730000004,0.03510996100000008,0.022151630000000005,-0.12145096,Full,both
71,2023,73,Dominican Republic,Latin America and Caribbean,5.569,1.536,1.227,0.351,0.623,0.083,0.195,1.553,5.712,5.426,2020,68,Latin America and Caribbean,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,5.826069355,5.552330494,-0.12019992400000046,0.06012609999999996,0.07905431800000001,-0.10188889299999992,Full,both
72,2023,74,Ecuador,Latin America and Caribbean,5.559,1.343,1.173,0.476,0.56,0.079,0.069,1.86,5.682,5.436,2020,58,Latin America and Caribbean,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,6.028846264,5.821553707,-0.3661999859999998,0.004765449000000088,-0.017753382999999998,-0.048027612999999914,Partial,both
73,2023,75,Peru,Latin America and Caribbean,5.526,1.39,1.153,0.499,0.549,0.073,0.027,1.835,5.64,5.412,2020,63,Latin America and Caribbean,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,5.916970253,5.67663002,-0.27080013700000016,0.035789942000000075,-3.266000000000033e-05,-0.05540597199999997,Full,both
74,2023,76,Philippines,Southeast Asia,5.523,1.238,1.108,0.286,0.714,0.104,0.141,1.931,5.675,5.371,2020,52,Southeast Asia,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,6.103722572,5.908277512,-0.48300004200000046,0.092084838,0.01061427299999998,-0.1373817129999999,Partial,both
75,2023,77,Bulgaria,Central and Eastern Europe,5.466,1.635,1.457,0.408,0.557,0.106,0.013,1.289,5.582,5.35,2020,96,Central and Eastern Europe,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0.0,1.294961452,5.188173294,5.014826775,0.36449996600000034,0.13917993400000006,0.013,-0.0035789179999998755,Full,both
76,2023,78,Nepal,South Asia,5.36,0.979,1.027,0.281,0.567,0.215,0.104,2.187,5.507,5.214,2020,92,South Asia,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,5.250276566,5.024123192,0.22280012100000057,0.08639174499999996,-0.023502963,-0.07378930900000014,Full,both
77,2023,79,Armenia,Commonwealth of Independent States,5.342,1.466,1.134,0.443,0.551,0.053,0.16,1.534,5.47,5.213,2020,116,Commonwealth of Independent States,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,4.791646481,4.561953068,0.6652002259999996,0.17292419200000003,0.055381816,0.09942310699999979,Full,both
78,2023,80,Tajikistan,Commonwealth of Independent States,5.33,0.972,1.248,0.291,0.599,0.104,0.292,1.823,5.452,5.207,2020,71,Commonwealth of Independent States,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,5.619050026,5.492349625,-0.22569982499999952,0.07785882899999996,0.07022008699999999,0.029622290999999912,,both
79,2023,81,Algeria,Middle East and North Africa,5.329,1.353,1.298,0.409,0.252,0.073,0.152,1.791,5.451,5.207,2020,100,Middle East and North Africa,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,5.09180212,4.918397427,0.3239002269999993,0.16805620100000002,0.022809346000000008,0.154996417,Full,both
80,2023,82,Hong Kong S.A.R.. China,East Asia,5.308,1.951,1.201,0.702,0.407,0.123,0.39,0.535,5.403,5.214,2020,78,East Asia,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,5.600596905,5.420202732,-0.20239981799999995,-0.05235651700000005,0.05751456300000002,-0.04258427499999984,,left_only
81,2023,83,Albania,Central and Eastern Europe,5.277,1.449,0.951,0.48,0.549,0.133,0.037,1.678,5.406,5.148,2020,105,Central and Eastern Europe,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,4.992686749,4.772713184,0.39430003400000047,0.08705410900000005,0.011638714999999997,0.12051608699999994,Full,both
82,2023,84,Indonesia,Southeast Asia,5.277,1.384,1.169,0.314,0.663,0.422,0.038,1.288,5.392,5.161,2020,84,Southeast Asia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,5.379077435,5.192122936,-0.008600184999999705,0.09483857200000001,-0.00027861300000000394,0.014199108000000127,No,both
83,2023,85,South Africa,Sub-Saharan Africa,5.275,1.417,1.428,0.149,0.464,0.09,0.019,1.708,5.417,5.132,2020,109,Sub-Saharan Africa,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302,4.931746006,4.696453571,0.4609002110000002,0.029218180000000038,-0.040502140000000006,0.1689137489999999,Full,both
84,2023,86,Congo (Brazzaville),Sub-Saharan Africa,5.267,0.921,0.665,0.145,0.464,0.134,0.136,2.802,5.44,5.094,2020,88,Sub-Saharan Africa,5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,5.345376492,5.043423176,0.07260016599999997,0.07748560500000001,0.01732921600000001,-0.09263601099999996,No,both
85,2023,88,Venezuela,Latin America and Caribbean,5.211,0.0,1.257,0.341,0.369,0.205,0.084,2.955,5.336,5.085,2020,99,Latin America and Caribbean,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,5.179189682,4.927209854,0.15780023200000048,0.09728277899999999,0.020375223000000012,-0.09154686300000003,Full,both
86,2023,89,Laos,Southeast Asia,5.111,1.232,0.853,0.257,0.715,0.185,0.162,1.707,5.269,4.952,2020,104,Southeast Asia,4.888599873,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,1.621152639,4.967526436,4.809673309,0.22240012699999934,0.102972713,-0.03227396399999999,-0.134391889,No,both
87,2023,90,Georgia,Commonwealth of Independent States,5.109,1.477,0.947,0.366,0.539,0.0,0.201,1.58,5.219,5.0,2020,117,Commonwealth of Independent States,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,4.757698059,4.587501526,0.43640020800000023,0.05350589300000003,0.026911924000000004,0.2158061,Partial,both
88,2023,91,Guinea,Sub-Saharan Africa,5.072,0.844,0.776,0.072,0.369,0.204,0.102,2.705,5.213,4.931,2020,102,Sub-Saharan Africa,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,5.09246254,4.806137085,0.12270018800000049,-0.0028780580000000167,-0.010204559000000002,0.024634040000000024,No,both
89,2023,92,Ukraine,Commonwealth of Independent States,5.071,1.358,1.354,0.355,0.551,0.265,0.016,1.172,5.187,4.956,2020,123,Commonwealth of Independent States,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,4.658080578,4.463319302,0.5103000599999996,0.23157629500000004,0.00634884,0.032683519000000105,Full,both
90,2023,93,Ivory Coast,Sub-Saharan Africa,5.053,1.094,0.584,0.12,0.467,0.138,0.131,2.519,5.198,4.907,2020,85,Sub-Saharan Africa,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,5.376567364,5.090033054,-0.18030020900000032,0.06987746800000005,0.03750420600000001,-0.21572726100000006,Partial,both
91,2023,94,Gabon,Sub-Saharan Africa,5.035,1.438,1.021,0.183,0.346,0.036,0.102,1.908,5.175,4.894,2020,108,Sub-Saharan Africa,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,4.947425842,4.711174011,0.20570007300000004,-0.023459897000000007,0.04619546099999999,-0.08539751000000018,No,both
92,2023,95,Nigeria,Sub-Saharan Africa,4.981,1.065,1.007,0.092,0.448,0.176,0.013,2.181,5.136,4.825,2020,115,Sub-Saharan Africa,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,4.826248169,4.621952057,0.25689988699999944,0.012920545000000005,-0.034589935,0.02028206099999985,Full,both
93,2023,96,Cameroon,Sub-Saharan Africa,4.973,0.965,0.871,0.118,0.405,0.144,0.059,2.411,5.112,4.834,2020,98,Sub-Saharan Africa,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842,5.216800213,4.952999592,-0.11189990200000022,-0.03424248199999996,0.004606578,-0.02872644999999996,No,both
94,2023,97,Mozambique,Sub-Saharan Africa,4.954,0.57,0.885,0.0,0.625,0.161,0.192,2.519,5.181,4.727,2020,120,Sub-Saharan Africa,4.623600006,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202,4.778996944,4.468203068,0.33039999399999953,0.06422466000000004,0.028935684000000017,-0.07020287800000002,No,both
95,2023,98,Iraq,Middle East and North Africa,4.941,1.281,0.953,0.324,0.351,0.134,0.038,1.861,5.099,4.783,2020,110,Middle East and North Africa,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,4.937272072,4.632328033,0.15619994700000017,0.067411948,-0.035164992,-0.05846662199999997,Full,both
96,2023,100,Morocco,Middle East and North Africa,4.903,1.236,0.535,0.337,0.54,0.013,0.085,2.158,5.023,4.783,2020,97,Middle East and North Africa,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,5.203875065,4.985724926,-0.19179999500000022,0.08994586100000002,0.007614396000000009,-0.110208478,Full,both
97,2023,101,Iran,Middle East and North Africa,4.876,1.465,1.102,0.411,0.281,0.229,0.13,1.259,4.98,4.772,2020,118,Middle East and North Africa,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,4.78192091,4.562879086,0.20360000199999995,-0.020195471999999992,-0.012651513000000003,0.21572882100000013,Full,both
98,2023,102,Senegal,Sub-Saharan Africa,4.855,0.943,0.727,0.231,0.519,0.142,0.06,2.234,4.983,4.727,2020,101,Sub-Saharan Africa,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,5.084227562,4.877372742,-0.12580015199999917,0.16659910100000003,-0.021865937000000002,-0.22759342000000005,Partial,both
99,2023,103,Mauritania,Sub-Saharan Africa,4.724,1.099,0.764,0.244,0.32,0.13,0.195,1.973,5.011,4.437,2020,129,Sub-Saharan Africa,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,4.482583046,4.266616821,0.3494000660000003,0.134285517,0.072742365,-0.34932356900000006,No,both
100,2023,104,Burkina Faso,Sub-Saharan Africa,4.638,0.768,0.814,0.107,0.419,0.188,0.113,2.23,4.819,4.456,2020,112,Sub-Saharan Africa,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,4.890351772,4.647048473,-0.13070012300000045,0.09660184399999999,-0.013408054999999988,-0.11538590000000004,Full,both
101,2023,105,Namibia,Sub-Saharan Africa,4.631,1.289,1.126,0.145,0.383,0.069,0.071,1.549,4.766,4.496,2020,122,Sub-Saharan Africa,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,4.690628052,4.451572418,0.05989976499999994,-0.061598973,0.016679656999999994,-0.11973814900000002,Full,both
102,2023,106,Turkey,Middle East and North Africa,4.614,1.714,1.148,0.467,0.125,0.095,0.096,0.969,4.777,4.45,2020,93,Middle East and North Africa,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,5.20988369,5.05371666,-0.5178001750000005,-0.12940076,-0.024983243000000002,-0.04915917100000011,Full,both
103,2023,107,Ghana,Sub-Saharan Africa,4.605,1.101,0.756,0.197,0.526,0.211,0.035,1.779,4.729,4.481,2020,91,Sub-Saharan Africa,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,5.262923717,5.033075809,-0.5429997629999992,0.04870993600000001,-0.021570381,-0.21036796000000002,Full,both
104,2023,108,Pakistan,South Asia,4.555,1.081,0.657,0.158,0.511,0.141,0.102,1.907,4.707,4.404,2020,66,South Asia,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,5.78780365,5.598795891,-1.1382997700000006,0.10557826600000003,-0.020592121000000005,-0.21597958099999992,Full,both
105,2023,109,Niger,Sub-Saharan Africa,4.501,0.561,0.628,0.137,0.54,0.154,0.14,2.341,4.712,4.291,2020,103,Sub-Saharan Africa,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,5.060927868,4.758271694,-0.4085997809999995,0.10468838500000005,0.002445235000000018,-0.07580014199999996,No,both
106,2023,110,Tunisia,Middle East and North Africa,4.497,1.333,0.981,0.422,0.259,0.022,0.016,1.463,4.601,4.393,2020,128,Middle East and North Africa,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,4.489554405,4.294845581,0.1048000069999997,0.02313944400000001,-0.027899572999999997,0.10883229399999994,Full,both
107,2023,111,Kenya,Sub-Saharan Africa,4.487,1.051,0.881,0.19,0.418,0.291,0.055,1.601,4.616,4.357,2020,121,Sub-Saharan Africa,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,4.715898037,4.450102329,-0.09600018300000013,-0.10118053600000004,-0.012201077999999997,-0.02407775499999998,Full,both
108,2023,112,Sri Lanka,South Asia,4.442,1.422,1.224,0.426,0.539,0.12,0.086,0.625,4.603,4.28,2020,130,South Asia,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,4.431047916,4.222952366,0.1149998590000001,0.01036753800000001,0.03655543599999999,0.029059909999999967,Full,both
109,2023,113,Uganda,Sub-Saharan Africa,4.432,0.785,1.144,0.201,0.425,0.197,0.051,1.628,4.607,4.258,2020,126,Sub-Saharan Africa,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,4.566251278,4.297749043,-1.5999999991578306e-07,0.023317443999999965,-0.012818842000000004,0.09167260599999993,Full,both
110,2023,114,Chad,Sub-Saharan Africa,4.397,0.622,0.962,0.043,0.393,0.255,0.088,2.034,4.633,4.16,2020,127,Sub-Saharan Africa,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,4.570153236,4.27524662,-0.025699927999999872,0.164398231,0.0022445919999999897,0.222881722,No,both
111,2023,115,Cambodia,Southeast Asia,4.393,1.025,1.024,0.283,0.768,0.176,0.051,1.068,4.508,4.279,2020,106,Southeast Asia,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,4.962093353,4.734706879,-0.45540011599999985,0.09305965199999999,-0.021837502,-0.047426033999999895,Partial,both
112,2023,116,Benin,Sub-Saharan Africa,4.374,0.924,0.242,0.124,0.481,0.114,0.253,2.235,4.504,4.244,2020,86,Sub-Saharan Africa,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,5.368408203,5.063591957,-0.84200008,0.07516011,0.127068126,-0.11042843600000002,No,both
113,2023,117,Myanmar,Southeast Asia,4.372,1.032,1.125,0.269,0.46,0.4,0.194,0.893,4.533,4.212,2020,133,Southeast Asia,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,4.392180443,4.223819733,0.06399991199999988,-0.13747886699999995,0.006469645999999996,0.026821733000000014,,both
114,2023,118,Bangladesh,South Asia,4.282,1.133,0.513,0.355,0.617,0.139,0.165,1.361,4.416,4.148,2020,107,South Asia,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,4.911443233,4.75415659,-0.5507999110000004,0.012869433999999957,-0.01173590799999999,-0.355800581,Full,both
115,2023,119,Gambia,Sub-Saharan Africa,4.279,0.761,0.614,0.174,0.286,0.332,0.033,2.081,4.484,4.075,2020,113,Sub-Saharan Africa,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,4.882240772,4.61895895,-0.4715998610000005,-0.117419524,-0.125093795,-0.26867868800000005,No,both
116,2023,120,Mali,Sub-Saharan Africa,4.198,0.763,0.637,0.106,0.441,0.121,0.059,2.07,4.319,4.076,2020,114,Sub-Saharan Africa,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,4.855451107,4.603148937,-0.5313000219999999,0.06346555100000001,-0.0031462760000000034,-0.33614173,Full,both
117,2023,121,Egypt,Middle East and North Africa,4.17,1.377,0.972,0.326,0.467,0.038,0.25,0.74,4.287,4.054,2020,138,Middle East and North Africa,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,4.221919537,4.080880642,0.018599910999999913,0.09331526600000001,0.15453820699999998,-0.010539535000000044,Full,both
118,2023,122,Togo,Sub-Saharan Africa,4.137,0.77,0.642,0.161,0.367,0.149,0.136,1.913,4.289,3.986,2020,135,Sub-Saharan Africa,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,4.309713364,4.064686775,-0.050200069000000624,0.06346096200000001,0.021173544000000016,0.09437714100000005,Partial,both
119,2023,123,Jordan,Middle East and North Africa,4.12,1.292,0.98,0.438,0.517,0.056,0.173,0.663,4.242,3.997,2020,119,Middle East and North Africa,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,4.748552322,4.518247604,-0.5133999629999995,0.09214491699999999,0.021121374999999998,-0.16011859900000003,Full,both
120,2023,124,Ethiopia,Sub-Saharan Africa,4.091,0.793,1.114,0.25,0.451,0.283,0.101,1.099,4.273,3.908,2020,136,Sub-Saharan Africa,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,4.262473583,4.109926701,-0.09520014199999949,0.03843313000000004,-0.01643703499999999,0.11289671800000001,Full,both
121,2023,125,Liberia,Sub-Saharan Africa,4.042,0.628,0.644,0.141,0.471,0.219,0.071,1.869,4.325,3.76,2020,124,Sub-Saharan Africa,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,4.71853447,4.397265434,-0.5158999519999998,0.06505690399999997,0.019860123999999993,-0.27673392899999993,No,both
122,2023,126,India,South Asia,4.036,1.159,0.674,0.252,0.685,0.175,0.111,0.979,4.092,3.98,2020,144,South Asia,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,3.627596378,3.519003391,0.46270011499999963,0.10385775300000011,0.0054120180000000045,0.029801344000000007,Full,both
123,2023,127,Madagascar,Sub-Saharan Africa,4.019,0.632,0.779,0.178,0.187,0.177,0.134,1.932,4.199,3.839,2020,137,Sub-Saharan Africa,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,4.278382301,4.052817345,-0.14659982299999985,-0.005967548999999989,0.057751362000000014,-0.04469434799999994,No,both
124,2023,128,Zambia,Sub-Saharan Africa,3.982,0.914,0.89,0.095,0.545,0.189,0.08,1.27,4.167,3.797,2020,141,Sub-Saharan Africa,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,3.878326178,3.640473604,0.22260010900000005,0.05368246000000004,-0.006705238000000002,-0.0060372810000000054,No,both
125,2023,129,Tanzania,Sub-Saharan Africa,3.694,0.836,0.787,0.214,0.607,0.234,0.269,0.747,3.84,3.547,2020,148,Sub-Saharan Africa,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,3.600091219,3.352308989,0.21779989599999983,0.09765691199999993,0.06511913900000002,-0.08567464400000002,No,both
126,2023,130,Comoros,Sub-Saharan Africa,3.545,0.914,0.327,0.215,0.117,0.129,0.145,1.699,3.774,3.317,2020,134,Sub-Saharan Africa,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,4.453906536,4.1232934,-0.7435999679999998,-0.064028232,0.044951464999999996,-0.39623280599999994,,both
127,2023,131,Malawi,Sub-Saharan Africa,3.495,0.637,0.479,0.189,0.49,0.139,0.129,1.432,3.671,3.32,2020,145,Sub-Saharan Africa,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,3.675710678,3.400289536,-0.04300010699999968,0.0026101669999999966,-0.002633951999999995,-0.05136808999999998,,both
128,2023,132,Botswana,Sub-Saharan Africa,3.435,1.471,1.041,0.087,0.48,0.021,0.071,0.264,3.702,3.168,2020,147,Sub-Saharan Africa,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,3.597563744,3.360236168,-0.04389995599999974,-0.029089409999999982,-0.03078636800000001,-0.044694790000000095,,both
129,2023,133,Congo (Kinshasa),Sub-Saharan Africa,3.207,0.531,0.784,0.105,0.375,0.183,0.068,1.162,3.394,3.02,2020,131,Sub-Saharan Africa,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304,4.524636269,4.097363472,-1.10399987,0.010377020000000015,-0.013466645,-0.04905501899999998,No,both
130,2023,134,Zimbabwe,Sub-Saharan Africa,3.204,0.758,0.881,0.069,0.363,0.112,0.117,0.905,3.323,3.084,2020,151,Sub-Saharan Africa,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,3.414201975,3.184198141,-0.09520005799999964,-0.014404720000000037,0.036071421000000006,-0.16683523100000008,No,both
131,2023,135,Sierra Leone,Sub-Saharan Africa,3.138,0.67,0.54,0.092,0.371,0.193,0.051,1.221,3.299,2.976,2020,139,Sub-Saharan Africa,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,4.046255589,3.806544304,-0.7883999460000002,-0.011027685999999981,0.0030590639999999933,-0.20798494599999995,,both
132,2023,136,Lebanon,Middle East and North Africa,2.392,1.417,0.476,0.398,0.123,0.061,0.027,-0.11,2.479,2.305,2020,111,Middle East and North Africa,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,4.857257843,4.685742378,-2.379500111,-0.06251667,0.005481852999999998,-0.7164933200000001,Full,both
133,2023,137,Afghanistan,South Asia,1.859,0.645,0.0,0.087,0.0,0.093,0.059,0.976,1.923,1.795,2020,153,South Asia,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,2.628270388,2.505529642,-0.7079000149999999,0.0,0.057774215,-0.356433839,Full,both
